start_time,end_time,usage,source
2022-09-30T02:30:00Z,2022-09-30T02:45:00Z,0.0315,projected
2022-09-30T02:45:00Z,2022-09-30T03:00:00Z,0.023,projected
2022-09-30T03:00:00Z,2022-09-30T03:15:00Z,0.025,projected
2022-09-30T03:15:00Z,2022-09-30T03:30:00Z,0.039,projected
2022-09-30T03:30:00Z,2022-09-30T03:45:00Z,0.039,projected
2022-09-30T03:45:00Z,2022-09-30T04:00:00Z,0.0235,projected
2022-09-30T04:00:00Z,2022-09-30T04:15:00Z,0.0235,projected
2022-09-30T04:15:00Z,2022-09-30T04:30:00Z,0.032,projected
2022-09-30T04:30:00Z,2022-09-30T04:45:00Z,0.04,projected
2022-09-30T04:45:00Z,2022-09-30T05:00:00Z,0.025,projected
2022-09-30T05:00:00Z,2022-09-30T05:15:00Z,0.023,projected
2022-09-30T05:15:00Z,2022-09-30T05:30:00Z,0.0315,projected
2022-09-30T05:30:00Z,2022-09-30T05:45:00Z,0.039,projected
2022-09-30T05:45:00Z,2022-09-30T06:00:00Z,0.023,projected
2022-09-30T06:00:00Z,2022-09-30T06:15:00Z,0.023,projected
2022-09-30T06:15:00Z,2022-09-30T06:30:00Z,0.0295,projected
2022-09-30T06:30:00Z,2022-09-30T06:45:00Z,0.0395,projected
2022-09-30T06:45:00Z,2022-09-30T07:00:00Z,0.027,projected
2022-09-30T07:00:00Z,2022-09-30T07:15:00Z,0.0225,projected
2022-09-30T07:15:00Z,2022-09-30T07:30:00Z,0.0305,projected
2022-09-30T07:30:00Z,2022-09-30T07:45:00Z,0.038,projected
2022-09-30T07:45:00Z,2022-09-30T08:00:00Z,0.0225,projected
2022-09-30T08:00:00Z,2022-09-30T08:15:00Z,0.023,projected
2022-09-30T08:15:00Z,2022-09-30T08:30:00Z,0.038,projected
2022-09-30T08:30:00Z,2022-09-30T08:45:00Z,0.027,projected
2022-09-30T08:45:00Z,2022-09-30T09:00:00Z,0.023,projected
2022-09-30T09:00:00Z,2022-09-30T09:15:00Z,0.036,projected
2022-09-30T09:15:00Z,2022-09-30T09:30:00Z,0.0685,projected
2022-09-30T09:30:00Z,2022-09-30T09:45:00Z,0.0515,projected
2022-09-30T09:45:00Z,2022-09-30T10:00:00Z,0.057,projected
2022-09-30T10:00:00Z,2022-09-30T10:15:00Z,0.0715,projected
2022-09-30T10:15:00Z,2022-09-30T10:30:00Z,0.0745,projected
2022-09-30T10:30:00Z,2022-09-30T10:45:00Z,0.0515,projected
2022-09-30T10:45:00Z,2022-09-30T11:00:00Z,0.0285,projected
2022-09-30T11:00:00Z,2022-09-30T11:15:00Z,0.0375,projected
2022-09-30T11:15:00Z,2022-09-30T11:30:00Z,0.049,projected
2022-09-30T11:30:00Z,2022-09-30T11:45:00Z,0.0375,projected
2022-09-30T11:45:00Z,2022-09-30T12:00:00Z,0.0305,projected
2022-09-30T12:00:00Z,2022-09-30T12:15:00Z,0.0345,projected
2022-09-30T12:15:00Z,2022-09-30T12:30:00Z,0.046,projected
2022-09-30T12:30:00Z,2022-09-30T12:45:00Z,NA,projected
2022-09-30T12:45:00Z,2022-09-30T13:00:00Z,0.029,projected
2022-09-30T13:00:00Z,2022-09-30T13:15:00Z,NA,projected
2022-09-30T13:15:00Z,2022-09-30T13:30:00Z,NA,projected
2022-09-30T13:30:00Z,2022-09-30T13:45:00Z,0.209,projected
2022-09-30T13:45:00Z,2022-09-30T14:00:00Z,NA,projected
2022-09-30T14:00:00Z,2022-09-30T14:15:00Z,NA,projected
2022-09-30T14:15:00Z,2022-09-30T14:30:00Z,NA,projected
